Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type
Danfoss Solar: DLX 3.8 UL [208V],208,18.206839,3810,3956.842285,360,-5.04E-06,-0.000025,0.000629,-0.001681,1.143,500,10.991229,100,500,n/a,Utility Interactive
Danfoss Solar: DLX 3.8 UL [240V],240,19.369219,3810,3940.765625,370,-4.70E-06,-0.000025,0.000884,-0.00146,1.143,500,10.650718,100,500,n/a,Utility Interactive
Danfoss Solar: DLX 4.4 UL [208V],208,18.370371,4400,4584.158203,360,-5.02E-06,-0.000031,0.0008,-0.001581,1.32,500,12.733773,100,500,n/a,Utility Interactive
Danfoss Solar: DLX 4.4 UL [240V],240,19.116625,4400,4560.443848,370,-4.48E-06,-0.00003,0.000557,-0.001959,1.32,500,12.325524,100,500,n/a,Utility Interactive
Danfoss Solar: MLX 400V [400V],400,97.213982,59860,61130.78125,630,-2.06E-07,0.000027,0.002606,0.000501,17.958,800,97.032986,570,800,n/a,Utility Interactive
Danfoss: MLX 480V [480V],480,116.969749,60000,60974.64453,710,-1.59E-07,0.000035,0.002813,0.002061,18,800,85.879781,685,800,n/a,Utility Interactive
Darfon Electronics Corp : G32xxxxxx [208V],208,2.355435,303,320.147217,27.5,-0.000133,0.000172,0.015493,-0.003359,0.0909,37,11.641717,24,37,n/a,Utility Interactive
Darfon Electronics Corp : G32xxxxxx [240V],240,2.404128,305,318.012482,27.5,-0.000091,0.000293,0.019516,0.00092,0.0915,37,11.56409,24,37,n/a,Utility Interactive
Darfon Electronics Corp : G32xxxxxx [277V],277,2.403718,305,317.996399,27.5,-0.000091,0.0003,0.019542,0.001367,0.0915,37,11.563505,24,37,n/a,Utility Interactive
Darfon Electronics Corp : G64xxxxxx [240V],240,5.780828,600,630.544678,30,-0.000054,0.000133,0.016728,0.00065,0.18,35,21.018156,26,35,n/a,Utility Interactive
Darfon Electronics Corp : H5000x [240V],240,51.408691,5074,5293.915527,360,-3.92E-06,-0.000039,-0.000782,-0.00217,1.5222,380,14.705321,300,380,10/15/2018,Utility Interactive
Darfon Electronics Corp : HB51xxxxxx [240V],240,83.691093,4665,5242.958984,53,-0.000014,-0.004486,0.01647,-0.041902,1.3995,56.5,98.923754,48,56.5,n/a,Grid Support
Darfon Electronics Corp : MIG240UL00 [240V],240,2.065634,230,240.826935,35,-0.000041,-0.00049,0.011738,-0.04567,0.069,40,6.88077,27,40,n/a,Utility Interactive
Darfon Electronics Corp : MIG300UL00 [240V],240,2.354096,250,261.373352,36,-0.000044,-0.000437,0.002893,-0.08499,0.075,40,7.260371,30,40,n/a,Utility Interactive
Delta Electronics: DDP-260AB XX,0,2.707197,260,274.33905,33.799999,-0.000126,-0.001789,-0.010142,-0.088099,0.078,36,8.11654,27.5,36,n/a,Utility Interactive
Delta Electronics: DES10JB125K01 [480V],480,681.27417,125000,128849.7031,900,-1.21E-07,0.000016,0.002946,0.000757,37.5,1000,143.166337,750,1000,10/15/2018,Grid Support
Delta Electronics: Delta 15 TL,0,54.102287,15130,15419.47266,700,-4.36E-07,-0.000026,-0.000657,-0.000799,4.539,800,22.027818,420,800,n/a,Utility Interactive
Delta Electronics: Delta 20 TL,0,45.679836,20200,20548.86523,720,-2.61E-07,-0.00003,-0.002118,-0.001285,6.06,800,28.540091,500,800,n/a,Utility Interactive
Delta Electronics: E30-TL [277V],277,69.602829,30488,31033.62695,750,-2.68E-07,-0.000031,-0.001534,-0.001493,9.1464,830,41.378169,515,830,n/a,Grid Support
Delta Electronics: E6-TL-US [208V],208,23.85301,4992,5139.57373,380,-3.30E-06,-0.00002,-0.000673,0.000063,1.4976,480,13.525194,200,480,10/15/2018,Grid Support
Delta Electronics: E6-TL-US [240V],240,23.589697,5760,5916.687012,380,-2.52E-06,-0.000028,-0.001544,-0.000339,1.728,480,15.570229,200,480,10/15/2018,Grid Support
Delta Electronics: E6-TL-US(AC) [208V],208,20.207243,5000,5122.861328,400,-3.32E-06,0.00002,0.003091,-0.000229,1.5,480,12.807153,350,480,10/15/2018,Grid Support
Delta Electronics: E6-TL-US(AC) [240V],240,22.48592,5000,5100.890625,400,-3.04E-06,3.61E-07,0.002393,-0.001652,1.5,480,12.752227,350,480,10/15/2018,Grid Support
Delta Electronics: E8-TL-US [208V],208,28.808176,6656,6847.308105,380,-2.77E-06,-5.84E-06,0.00055,-0.000073,1.9968,480,18.019232,270,480,10/15/2018,Grid Support
Delta Electronics: E8-TL-US [240V],240,31.274467,7680,7883.431152,380,-2.34E-06,-0.000022,-0.000641,-0.000883,2.304,480,20.745871,270,480,10/15/2018,Grid Support
Delta Electronics: E8-TL-US(AC) [208V],208,24.790634,6500,6656.91748,400,-2.56E-06,0.000022,0.003199,0.000353,1.95,480,16.642294,350,480,10/15/2018,Grid Support
Delta Electronics: E8-TL-US(AC) [240V],240,24.968529,6494,6622.812012,400,-1.98E-06,0.000014,0.004165,0.001701,1.9482,480,16.55703,350,480,10/15/2018,Grid Support
Delta Electronics: M10-TL-US [208V],208,36.502251,8360,8633.674805,380,-3.10E-06,-4.32E-06,0.000595,-0.000174,2.508,480,22.720197,280,480,n/a,Grid Support
Delta Electronics: M10-TL-US [240V],240,38.220257,9620,9910.511719,380,-2.55E-06,-0.000018,-0.000279,-0.000819,2.886,480,26.080294,280,480,n/a,Grid Support
Delta Electronics: M125HV [600V],600,212.231476,124468,126485.4375,1000,-1.11E-07,7.97E-06,0.002061,-0.000168,37.3404,1200,126.485438,860,1200,n/a,Grid Support
Delta Electronics: M24U_XXX [480V],480,69.941391,26403,26885.16797,710,-2.52E-07,-0.000027,-0.001205,-0.00093,7.9209,830,37.866434,415,830,10/15/2018,Utility Interactive
Delta Electronics: M28U_XXX [480V],480,69.915916,30709,31290.23438,710,-2.66E-07,-0.000023,-0.001473,-0.00143,9.2127,830,44.070753,485,830,10/15/2018,Utility Interactive
Delta Electronics: M36U_XXX [480V],480,87.185257,39737,40560.95703,710,-2.72E-07,-0.000014,-0.000814,-0.00041,11.9211,830,57.128108,520,830,10/15/2018,Utility Interactive
Delta Electronics: M4-TL-US [208V],208,24.288212,3330,3423.517334,380,-4.33E-06,-0.000036,-0.000287,0.000012,0.999,480,9.009256,180,480,10/15/2018,Grid Support
Delta Electronics: M4-TL-US [240V],240,20.414774,3840,3934.74585,380,-2.94E-06,-0.000038,-0.000912,-0.001163,1.152,480,10.354594,180,480,10/15/2018,Grid Support
Delta Electronics: M42U_XXX [480V],480,79.79184,45972,46973.52734,710,-2.46E-07,-0.000013,-0.000894,-0.000688,13.7916,830,66.159898,545,830,10/15/2018,Utility Interactive
Delta Electronics: M5-TL-US [208V],208,18.568083,4160,4273.356934,380,-3.65E-06,-0.000022,-0.000565,-0.000446,1.248,480,11.245676,220,480,10/15/2018,Grid Support
Delta Electronics: M5-TL-US [240V],240,19.355026,4860,4983.679688,380,-2.92E-06,-0.000034,-0.001552,-0.001224,1.458,480,13.114947,220,480,10/15/2018,Grid Support
Delta Electronics: M6-TL-US [208V],208,24.011452,4990,5137.240234,380,-3.30E-06,-0.00002,-0.00063,0.000128,1.497,480,13.519053,200,480,10/15/2018,Grid Support
Delta Electronics: M6-TL-US [240V],240,23.898611,5760,5915.50293,380,-2.50E-06,-0.000028,-0.001483,-0.000276,1.728,480,15.567113,200,480,10/15/2018,Grid Support
Delta Electronics: M60U_XXX [480V],480,104.135544,65470,66772.53125,710,-1.68E-07,-0.000028,-0.006139,-0.003525,19.641,800,94.045819,540,800,10/15/2018,Utility Interactive
Delta Electronics: M8-TL-US [208V],208,27.639809,6660,6849.569824,380,-2.59E-06,-5.29E-06,0.000702,0.000252,1.998,480,18.025184,270,480,10/15/2018,Grid Support
Delta Electronics: M8-TL-US [240V],240,30.665789,7680,7883.786133,380,-2.31E-06,-0.00002,-0.000916,-0.001175,2.304,480,20.746806,270,480,10/15/2018,Grid Support
Delta Electronics: M80U_XXX [480V],480,71.257782,82764,84432.92969,710,-1.30E-07,-0.000016,-0.004254,-0.001028,24.8292,800,118.919619,600,800,10/15/2018,Utility Interactive
Delta Electronics: RPI H7U [208V],208,18.140888,5990,6187.361328,370,-3.05E-06,-0.000056,0.002565,0.000552,1.797,400,16.722598,280,400,n/a,Utility Interactive
Delta Electronics: RPI H7U [240V] [6kVa],240,17.24851,6060,6226.810059,370,-2.16E-06,-0.000098,0.002208,0.002483,1.818,400,16.829216,280,400,n/a,Utility Interactive
Delta Electronics: RPI H7U [240V] [7kVa],240,14.275515,7014,7218.364746,370,-2.00E-06,-0.000106,-0.001097,-0.00083,2.1042,400,19.509094,280,400,n/a,Utility Interactive
Delta Electronics: SOLIVIA 3.8 NA G4 TL [208V],208,14.630354,3320,3414.583984,380,-4.58E-06,-0.000012,-0.00046,-0.000852,0.996,500,8.985747,100,500,10/15/2018,Utility Interactive
Delta Electronics: SOLIVIA 3.8 NA G4 TL [240V],240,21.368509,3810,3903.818604,380,-3.95E-06,-0.000025,-0.000096,-0.001178,1.143,500,10.273207,100,500,10/15/2018,Utility Interactive
Delta Electronics: SOLIVIA 5.2 NA G4 TL [208V],208,31.618309,5200,5335.80957,380,-3.01E-06,-0.00002,-0.000145,-0.000354,1.56,500,14.041604,100,500,10/15/2018,Utility Interactive
Delta Electronics: SOLIVIA 5.2 NA G4 TL [240V],240,29.121243,5200,5312.690918,380,-1.97E-06,-0.000024,-0.000242,-0.00124,1.56,500,13.980766,100,500,10/15/2018,Utility Interactive
Delta Electronics: SOLIVIA 6.6 NA G4 TL [208V],208,35.01656,6600,6802.745605,380,-3.52E-06,-0.000026,-0.00039,-0.000994,1.98,500,17.901962,100,500,10/15/2018,Utility Interactive
Delta Electronics: SOLIVIA 6.6 NA G4 TL [240V],240,33.202999,6600,6761.179688,380,-2.52E-06,-0.000026,-0.00037,-0.000872,1.98,500,17.792578,100,500,10/15/2018,Utility Interactive
Delta Electronics: SOLIVIA 7.6 NA G4 TL [208V],208,35.01656,6600,6802.745605,380,-3.52E-06,-0.000026,-0.00039,-0.000994,1.98,500,17.901962,100,500,10/15/2018,Utility Interactive
Delta Electronics: SOLIVIA 7.6 NA G4 TL [240V],240,33.877434,7600,7805.277832,380,-2.65E-06,-0.000032,-0.000495,-0.001335,2.28,500,20.540205,100,500,10/15/2018,Utility Interactive
Delta Energy Systems: SI 1800 US [208V],208,25.296877,1800,1927.282349,290,-0.000011,-0.000056,-0.00055,-0.002748,0.54,320,6.645801,100,320,n/a,Utility Interactive
Delta Energy Systems: SI 1800 US [240V],240,27.298796,1800,1931.855469,290,-0.000014,-0.000049,-0.000065,-0.000246,0.54,320,6.661571,100,320,n/a,Utility Interactive
Delta Energy Systems: SI 2500 US [208V],208,28.87743,2500,2719.352295,290,-0.000014,-0.000063,-0.000973,-0.00183,0.75,320,9.377077,100,320,n/a,Utility Interactive
Delta Energy Systems: SI 2500 US [240V],240,29.834778,2500,2692.282471,290,-0.000015,-0.000066,-0.000433,-0.001468,0.75,320,9.283733,100,320,n/a,Utility Interactive
Delta Energy Systems: SOLIVIA 2.5 NA G4 TR [208V],208,29.095316,2550,2667.308838,350,-3.98E-06,-0.000017,0.000219,-0.000359,0.765,500,7.620882,100,500,n/a,Utility Interactive
Delta Energy Systems: SOLIVIA 2.5 NA G4 TR [240V],240,28.930607,2530,2636.990234,350,-4.53E-06,-0.000021,0.000224,-0.000862,0.759,500,7.534258,100,500,n/a,Utility Interactive
Delta Energy Systems: SOLIVIA 3.3 NA G4 TR [208V],208,31.396597,3330,3492.325928,350,-5.85E-06,-0.000019,0.000302,0.000184,0.999,500,9.978074,100,500,n/a,Utility Interactive
Delta Energy Systems: SOLIVIA 3.3 NA G4 TR [240V],240,31.219955,3340,3487.211426,350,-5.27E-06,-0.000019,0.00028,-0.000105,1.002,500,9.963461,100,500,n/a,Utility Interactive
Delta Energy Systems: SOLIVIA 4.4 NA G4 TR [208V],208,42.017582,4528,4790.242676,350,-6.06E-06,-0.000022,0.000202,0.000425,1.3584,500,13.686408,100,500,n/a,Utility Interactive
Delta Energy Systems: SOLIVIA 4.4 NA G4 TR [240V],240,45.011356,4564,4800.146484,350,-5.55E-06,-0.000021,0.000659,0.000743,1.3692,500,13.714704,100,500,n/a,Utility Interactive
Delta Energy Systems: SOLIVIA 5.0 NA G4 TR [208V],208,43.885189,5084,5399.886719,350,-6.32E-06,-0.000021,0.000357,0.000349,1.5252,500,15.428248,100,500,n/a,Utility Interactive
Delta Energy Systems: SOLIVIA 5.0 NA G4 TR [240V],240,41.090553,5140,5417.724609,350,-4.62E-06,-0.000018,0.000119,0.000266,1.542,500,15.479213,100,500,n/a,Utility Interactive
Destin Power Inc : SAVEEN1000-ES02H.US [440V],440,5740.504883,1000000,1017407.875,830,-8.93E-09,0.000013,0.001293,-0.001286,300,900,1225.79262,740,900,n/a,Utility Interactive
Diehl AKO Stiftung: 4301 S-A [208V],208,21.337179,3190,3414.61084,273,-0.000011,9.26E-06,0.00103,-0.000206,2.05,440,12.507732,100,440,n/a,Utility Interactive
Diehl AKO Stiftung: 4301 S-A [240V],240,28.833839,3680,3912.249756,298,-8.93E-06,8.33E-06,0.000718,-0.00027,2.22,440,13.128355,100,440,n/a,Utility Interactive
Diehl AKO Stiftung: Platinum 100 CS-A HE [208V],208,923.49469,100000,105676.6719,350,-3.84E-07,0.000014,0.000617,-0.00096,1,480,301.933348,300,480,n/a,Utility Interactive
Diehl AKO Stiftung: Platinum 100 CS-A HE [480V],480,900.886536,100000,105544.3516,350,-3.92E-07,0.00003,0.001164,0.000223,2,480,301.55529,300,480,n/a,Utility Interactive
Diehl AKO Stiftung: Platinum 100 CS-A [208V],208,1068.367798,100000,106611.1172,350,-4.63E-07,0.000035,0.000713,-0.000153,30,480,304.603192,300,480,n/a,Utility Interactive
Diehl AKO Stiftung: Platinum 100 CS-A [480V],480,990.068481,100000,106477.9453,350,-4.15E-07,0.000028,0.000864,-0.000286,30,480,304.222701,300,480,n/a,Utility Interactive
Direct Grid Technologies: DGM-460 [208V],208,6.745725,415,446.032867,60,-0.000047,0.000222,-0.000434,-0.040279,0.1245,65,7.433881,55,65,n/a,Utility Interactive
Direct Grid Technologies: DGM-S460 [240V],240,7.330318,479,512.823486,60,-0.000048,0.000227,-0.001633,-0.027916,0.1437,65,8.547058,55,65,n/a,Utility Interactive
Dow Chemical: 362589 (3.5 kW 2-string) [240V],240,49.825821,3504,3677.478027,300,-5.60E-06,-0.000028,0.000711,0.000901,1.0512,420,12.25826,100,420,n/a,Utility Interactive
Dow Chemical: 362590 (3.5 kW 3-string) [240V],240,47.846943,3530,3712.763428,300,-4.38E-06,-0.000057,-0.000451,-0.003315,1.059,420,12.375878,100,420,n/a,Utility Interactive
Dow Chemical: 362591 (3.5 kW 4-string) [240V],240,48.494892,3540,3729.978027,300,-4.13E-06,-0.00004,-0.000799,-0.002247,1.062,420,12.43326,100,420,n/a,Utility Interactive
Dow Chemical: 362592 (5.0 kW 2-string) [240V],240,53.034103,4950,5241.347656,360,-7.93E-06,-0.000011,0.000099,-0.000254,1.485,475,14.559299,100,475,n/a,Utility Interactive
E-Village Solar: EVS1100EVR [120V],120,22.09536,1100,1194.094849,182,-0.000021,0.000057,0.002001,0.000623,0.33,380,6.560961,100,380,n/a,Utility Interactive
E-Village Solar: EVS2000EVR [240V],240,24.465775,2000,2161.879639,199,-0.000013,0.000055,0.001703,0.000315,0.6,380,10.863717,100,380,n/a,Utility Interactive
E-Village Solar: EVS2500 [240V],240,42.776474,2500,2632.835693,218,-0.000014,0.000061,0.002053,0.00153,0.75,400,12.077228,100,400,n/a,Utility Interactive
E-Village Solar: EVS3000 [240V],240,31.682003,3000,3205.932617,222.5,-8.21E-06,0.000036,0.001708,0.00086,0.9,380,14.408686,100,380,n/a,Utility Interactive
E-Village Solar: EVS3500 [240V],240,64.774162,3500,3641.840332,263,-9.08E-06,0.000035,0.001417,0.001218,1.05,400,13.847302,100,400,n/a,Utility Interactive
E-Village Solar: EVS4600 [208V],208,54.570091,4600,4797.806641,254,-6.00E-06,0.000028,0.001381,0.000889,1.38,400,18.889003,100,400,n/a,Utility Interactive
E-Village Solar: EVS4800 [240V],240,85.145699,4800,4968.027832,263,-6.16E-06,0.000034,0.000586,0.000195,1.44,400,18.88984,100,400,n/a,Utility Interactive
E-Village Solar: EVS5200 [208V],208,65.471062,5200,5391.648926,280,-4.71E-06,0.000023,0.000676,0.000332,1.56,400,19.255889,100,400,n/a,Utility Interactive
EPC Power Corp : 50-100122 [480V],480,1339.947876,250190,257648.2969,950,-6.00E-08,0.000012,0.000824,0.000455,75.057,1250,271.208734,710,1250,n/a,Grid Support
EPC Power Corp : 50-100A-BCDEF-G [480V],480,1539.100586,499130,514344.75,950,-2.70E-08,0.000039,0.000925,0.000573,149.739,1250,541.415526,710,1250,n/a,Grid Support
EPC Power Corp : HY LC12/6-7 [480V],480,647.529297,220033,230382.625,475,-7.32E-08,-0.000014,0.000937,-0.000659,66.0099,600,485.016053,455,600,n/a,Grid Support
ET Solar Industry: ET-P660245BAC [240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660245BBAC [240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660245BBZAC [240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660245WBZAC [240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660250 WBAC [240V],240,2.182379,240,251.694382,32,-0.000054,-0.00088,0.016182,-0.051276,0.072,37,7.865449,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660250 WBZAC [240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660250BAC [240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660250BBAC [240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660250BBZAC [240V],240,2.165489,240,251.718048,32,-0.000054,-0.000831,0.017571,-0.042407,0.072,37,7.866189,25,37,n/a,Utility Interactive
ET Solar Industry: ET-P660255BBAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660255BBZAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660255WBAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660255WBZAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660255WWAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660255WWZAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660260WBAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660260WBZAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660260WWAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
ET Solar Industry: ET-P660260WWZAC,0,1.500083,240,252.484085,42.5,-0.000063,-0.000445,0.023297,-0.034984,0.072,46,5.940802,33.5,46,n/a,Utility Interactive
Eaton: PV238 [208V],208,22.068138,3690,3792.550537,360,-3.53E-06,5.11E-06,0.000791,-0.000436,1.107,470,10.534863,100,470,n/a,Utility Interactive
Eaton: PV238 [240V],240,20.56517,3710,3806.077393,360,-1.78E-06,-0.000022,-0.000998,-0.003636,1.113,450,10.572437,100,450,n/a,Utility Interactive
Eaton: PV238 [277V],277,25.891092,3710,3800.061279,360,-2.93E-06,-0.000026,-0.001154,-0.000653,1.113,450,10.555726,100,450,n/a,Utility Interactive
Eaton: PV240 [208V],208,22.068138,3690,3792.550537,360,-3.53E-06,5.11E-06,0.000791,-0.000436,1.107,470,10.534863,100,470,n/a,Utility Interactive
Eaton: PV240 [240V],240,22.322664,3980,4083.114014,360,-1.70E-06,-0.000022,-0.000995,-0.003559,1.194,450,11.341983,100,450,n/a,Utility Interactive
Eaton: PV240 [277V],277,30.963936,3980,4076.240723,360,-3.42E-06,-0.000026,-0.000824,-0.000306,1.194,450,11.322891,100,450,n/a,Utility Interactive
Eaton: PV250 [208V],208,26.907497,4470,4597.429688,360,-3.08E-06,7.10E-06,0.000903,-0.000546,1.341,470,12.770638,100,470,n/a,Utility Interactive
Eaton: PV250 [240V],240,24.677618,4830,4958.935547,360,-2.05E-06,-0.000023,-0.000346,-0.001171,1.449,450,13.774821,100,450,n/a,Utility Interactive
Eaton: PV250 [277V],277,28.928755,4830,4947.90918,360,-1.82E-06,-0.000029,-0.001691,-0.000533,1.449,450,13.744192,100,450,n/a,Utility Interactive
Eaton: PV260 [208V],208,28.738401,5980,6171.007324,360,-2.78E-06,4.77E-06,0.001738,0.000292,1.794,470,17.141687,100,470,n/a,Utility Interactive
Eaton: PV260 [240V],240,28.496277,6010,6184.178711,360,-2.39E-06,-0.000021,0.000301,0.000471,1.803,450,17.178274,100,450,n/a,Utility Interactive
Eaton: PV260 [277V],277,35.40136,6000,6158.379395,360,-1.92E-06,-0.000026,-0.001178,0.000466,1.8,450,17.106609,100,450,n/a,Utility Interactive
Eaton: PV270 [208V],208,26.034672,6950,7203.131836,360,-2.62E-06,1.92E-06,0.001461,-0.000509,2.085,470,20.0087,100,470,n/a,Utility Interactive
Eaton: PV270 [240V],240,29.436819,6920,7126.238281,360,-1.80E-06,-0.000026,0.000266,-0.001157,2.076,450,19.795106,100,450,n/a,Utility Interactive
Eaton: PV270 [277V],277,29.998068,7010,7219.105469,360,-1.98E-06,-0.000029,-0.00072,-0.000752,2.103,450,20.053071,100,450,n/a,Utility Interactive
Eaton: S-Max 250KW [480V],480,1310.620483,250000,259842.8281,345,-4.65E-08,0.00005,0.000868,-0.000143,75,480,753.167618,300,480,n/a,Utility Interactive
Eaton: Xpert1500,0,3860.927979,1501000,1525685.625,575,-4.01E-09,0.000011,0.001528,-0.00054,450.3,800,2653.366304,500,800,n/a,Utility Interactive
Eaton: Xpert1670,0,4140.505371,1671000,1695869.5,613,-2.70E-09,9.32E-06,0.001501,-0.001043,501.3,800,2766.508157,550,800,n/a,Utility Interactive
